Student GUID,Name,Research Interests,University Field
aa015817-7056-4641-b8f6-504a181ccfba,Stephanie Ramirez,"History of Science,Political History,Medieval History",History
d0919a6c-3c8c-41e4-9656-42b6adbd418f,William Thomas,"Novel,World Literature,Historiography",Literature
21c01b4c-1971-43db-8745-9a08187887b9,Bryce Cox,"Cell Biology,Immunology,Biochemistry",Biology
3e47ef2c-a5c3-4633-97a8-184e760c298f,John Bishop,"Cultural History,Modern History",History
4da7fbaa-9c12-46fb-9dfa-4d47366f8130,Jordan Jones,"Probability,Applied Mathematics,Mathematical Physics",Mathematics
82708216-9a2f-48b7-b8e2-4e10b93399ba,Gina King,"Social History,Military History,World History",History
712a7f79-29ee-414a-9f67-0c5f43ef6a81,Richard White,"Topology,Applied Mathematics",Mathematics
725b74e5-f99a-4d39-8a37-8f6859cb28ee,Shelley Carroll,"Biopsychology,Psychometrics",Psychology
5fee44a8-cbfe-41ea-b919-c80de4739a09,Johnathan Mcpherson,"Materials Science,Organic Chemistry,Biochemistry",Chemistry
5047a9ae-7e65-4dfe-8d81-35647401bfd1,James Zuniga,"Ecology,Evolutionary Biology,Genetics",Biology
54a32392-2613-474b-923c-6ff22af27ffa,Kurt White,"Theoretical Chemistry,Organic Chemistry,Medicinal Chemistry",Chemistry
54167900-02e5-416e-b853-3308703fc924,Brittney Thompson,"Industrial Engineering,Chemical Engineering",Engineering
6f13f6ad-3d9f-47d3-a903-2826d54f737f,James Galloway,"Industrial Engineering,Civil Engineering,Aerospace Engineering",Engineering
49e0cf36-19f8-4985-9b40-67d293c96b94,Joseph Cruz,"Theoretical Physics,Condensed Matter Physics,Experimental Physics",Physics
29ad75c9-287d-4e09-9c57-adc1fd227ce6,Nicole Swanson,"Immunology,Neuroscience",Biology
9a54004c-4479-4489-b146-bf87d14ef913,Cassandra Booth,"Social History,Cultural History",History
1b00ef65-bd8c-448a-8bb3-7f9e732b2b20,Suzanne Castro MD,"Ecology,Conservation Biology,Evolutionary Biology",Biology
7fe7494a-2f71-4b02-bd34-9b0d2829a319,Nicole Kelly,"Differential Equations,Applied Mathematics",Mathematics
bba4fb5a-83a1-40f6-8f7f-c0519c525681,Timothy Garcia,"Immunology,Biochemistry,Neuroscience",Biology
b81994e4-e825-4783-9d8b-4f54aed2f2ab,Stephanie Stevenson,"Novel,Rhetoric,Drama",Literature
7101c7df-3c55-4de6-93d2-e27fe7b1de54,Stephanie Peterson,"Forensic Psychology,Personality Psychology",Psychology
45f110f6-4c7e-4d72-8ff0-e3ed3ff20137,Mark White,"International Economics,Microeconomics,Public Economics",Economics
ecf9b09f-45fa-4426-a82e-334ae3dc3f6e,Mr. John Vazquez,"Systems Engineering,Industrial Engineering,Aerospace Engineering",Engineering
443aad0a-6ac4-4bf0-93dd-c21f27829b73,Heather Harris,"Microeconomics,Financial Economics,Development Economics",Economics
86ffe2bc-0e20-424e-8134-edaa80a54a8c,Zachary Davis,"Civil Engineering,Environmental Engineering,Biomedical Engineering",Engineering
e2f185b6-d843-4854-8f56-a5c2afcb425f,Michelle Spencer,"Photonics,Experimental Physics,Particle Physics",Physics
8a9763e8-5b5b-4524-b7d5-b0dda02cc008,Marie Bray,"International Economics,Econometrics,Public Economics",Economics
75d223b2-e70d-4f84-99c5-fac9c92a2225,Scott Curtis,"Industrial Engineering,Electrical Engineering,Civil Engineering",Engineering
d4dc01bf-0c39-4dd1-bc74-e09289ff6a18,Spencer Patterson,"Inorganic Chemistry,Theoretical Chemistry,Analytical Chemistry",Chemistry
4bd0fbbc-bb05-437d-9dbb-86d27bcb0a2d,Jessica Winters PhD,"Evolutionary Biology,Microbiology",Biology
e8893fb5-4bb4-4528-8c60-0757ddde1fe8,Sarah Lopez,"Health Economics,Labor Economics",Economics
57feafc9-de9e-4b9b-9b0e-4a1e6b40ebc7,Michelle Duffy,"Geometry,Topology,Mathematical Physics",Mathematics
13ad48d0-e34e-41f6-a51e-1c330add4d87,Brittney Rodriguez,"Environmental Chemistry,Biochemistry,Analytical Chemistry",Chemistry
248d42bf-7d41-42e8-9f64-1a79fc221a6b,Michael Thornton,"Personality Psychology,Developmental Psychology,Clinical Psychology",Psychology
f2a41842-d0b4-4d7d-8bc4-5a08360e0825,Joshua Thompson,"Number Theory,Geometry,Algebra",Mathematics
f1583455-9bdc-47e7-8a17-4baafe8c3e6b,Jason Mosley,"Cognitive Psychology,Social Psychology,Health Psychology",Psychology
6ef1d081-fe2a-444e-a93c-935e3bab3792,Ronald Torres,"Photonics,Experimental Physics,Particle Physics",Physics
c8056ea1-51da-40f6-8359-5246562d3906,Christian Hunt,"Microeconomics,Econometrics,Development Economics",Economics
39aa79c5-7bcf-4bd8-bdcf-7c5dcda8375d,Paul Potter,"Mechanical Engineering,Aerospace Engineering",Engineering
7fbb3836-5ef6-41f7-a1eb-1f2c72bd62df,Ronald Huynh,"Particle Physics,Cosmology,Experimental Physics",Physics
b8362bc5-4abb-42a2-8e4f-a8ed97132777,Chelsea Ortega,"Statistical Mechanics,Condensed Matter Physics",Physics
222b952d-0117-4f6c-93b2-eeaecf6c5a72,Michael King,"Materials Science,Inorganic Chemistry,Theoretical Chemistry",Chemistry
4ffdcea8-3520-4cad-a4c4-bb534b85b50d,Matthew Williams,"Cloud Computing,Quantum Computing,Computer Vision",Computer Science
ea5b3bf3-d52f-48e6-806b-7b4a02490413,Bethany Ball,"Environmental Chemistry,Biochemistry,Medicinal Chemistry",Chemistry
d22d0ee7-7a20-4cd9-9ce3-3e643eeb5a98,Brianna Jackson,"Inorganic Chemistry,Polymer Science,Biochemistry",Chemistry
a7bc2eef-f4ce-47ea-b75c-f4e55ab0fbaf,Brittney Baker,"Environmental Chemistry,Materials Science",Chemistry
8d8bb274-702e-4ff2-b5f0-fc21e30ab80d,Brenda Reed,"Biochemistry,Microbiology",Biology
bc4ed66a-75c2-4321-9c49-ab0ca36281b7,Cody Randall DVM,"Differential Equations,Topology,Algebra",Mathematics
aa41ec94-1dd3-49cd-be26-7c82c4ac1b7d,Erica Hart,"Geometry,Algebra,Applied Mathematics",Mathematics
d107cacd-1bd0-445e-8f83-dba1587ae693,Michael Gross,"Computer Vision,Cybersecurity,Data Science",Computer Science
0fe433db-d219-474b-85a8-c5746a7e3bc2,Ryan Gilbert,"Modern History,Economic History,Ancient History",History
63b3923f-79da-4702-a4a4-e21440408e67,Tyler Clark Jr.,"Rhetoric,Historiography,Poetry",Literature
2c554df1-bb82-4457-8d33-c0ca45978de7,Keith Young,"Ecology,Marine Biology",Biology
756f611c-e858-4019-95c8-b270889920b7,Andrew Beard,"Environmental Chemistry,Medicinal Chemistry,Analytical Chemistry",Chemistry
3bae76bf-5aa1-4c9d-9512-54f870c5a554,Roy Wise,"Experimental Psychology,Clinical Psychology,Forensic Psychology",Psychology
c9d23350-956e-4330-9f38-9965a0d6a1e8,Stephanie Duncan,"Immunology,Microbiology,Marine Biology",Biology
7fb638c0-9931-48ee-844a-c563d668263a,Angela Hughes,"Materials Science,Inorganic Chemistry,Organic Chemistry",Chemistry
ac41a234-7a87-451c-aff4-1b876382d501,Allison Murray,"Historiography,Narrative Theory",Literature
bb5d3eb0-1ae7-4ffe-9cc7-7737e3cfeb60,Eric Wright,"Statistics,Differential Equations,Geometry",Mathematics
ccaa5caa-cba6-4966-8a8e-9bb7bf2711c3,Timothy Graham,"Condensed Matter Physics,Experimental Physics,Quantum Mechanics",Physics
743e823a-0a00-4f33-942b-e5cf5062eee0,Dr. Johnathan Ferguson,"Experimental Psychology,Health Psychology",Psychology
f2bf29c9-1937-468a-879d-0ae8e3922739,Erin Garcia,"Creative Writing,Historiography",Literature
7ca90fda-2282-47f6-a74f-21203efc7e42,Emily Barrett,Personality Psychology,Psychology
c0f498e7-25a0-48d8-8c05-2d2d3523fa24,Alexander Klein,"Experimental Psychology,Developmental Psychology,Clinical Psychology",Psychology
9a7cc6f7-58cd-4566-92f4-39e87d5e582b,Denise Snyder,"Novel,Comparative Literature,Rhetoric",Literature
e54eb773-7fde-4030-892d-4ab659818061,Hailey Rose,"Artificial Intelligence,Cybersecurity",Computer Science
191485aa-9bb6-49b5-9440-20ff9fc0e8e6,Diane Bowers,"International Economics,Macroeconomics",Economics
809dab9c-a2a1-4d55-a898-76e032c91476,William Summers,"Materials Science,Biochemistry,Theoretical Chemistry",Chemistry
c2cd0543-6de4-4bc3-8a17-f94eb02e6ee1,Mr. Curtis Torres,"Microeconomics,Financial Economics,Development Economics",Economics
8a0dcc2f-785c-43d5-940f-23866f9295e0,Erika Gilbert,"Inorganic Chemistry,Biochemistry,Theoretical Chemistry",Chemistry
0f06ff78-0dc1-4bc2-8fe6-db0320232b74,Edward Williams,"Cognitive Psychology,Social Psychology,Clinical Psychology",Psychology
a33029af-3ba2-4624-8176-a8b0c01c7c46,Samantha Forbes,"Modern History,Ancient History,Political History",History
8af24ae3-eca1-4dac-b012-927379c881b9,Mrs. Sarah Ramos MD,"Macroeconomics,Econometrics,Development Economics",Economics
a1b28269-0167-4f4a-b37f-3a89f8754163,Melanie Kelly,"Inorganic Chemistry,Theoretical Chemistry,Medicinal Chemistry",Chemistry
8d90fb70-322a-47f2-9e0f-842c64279bac,Jason Jackson,"Industrial Engineering,Chemical Engineering,Aerospace Engineering",Engineering
82a38139-b736-4f89-904d-5251a91ae220,Jose Rasmussen,"History of Science,Social History,Medieval History",History
3321980d-f9cc-4fd0-be43-ee159cccdb0e,Alicia Peters,"Theoretical Physics,Condensed Matter Physics,Experimental Physics",Physics
13ae1e43-9bde-4c67-923e-d0286b142a55,Brandi Anderson,"Civil Engineering,Biomedical Engineering",Engineering
32ed9857-cbfc-42fa-9481-f52d9b7894bf,Jackson Smith,"Comparative Literature,Narrative Theory,Poetry",Literature
a7c05f24-24a6-4c45-96d2-43fa61b5bb69,Donald Weeks,"Drama,Narrative Theory",Literature
5bdf377c-dabd-4dac-85ad-c17f1c091bde,Mario Walters,"Rhetoric,World Literature,Narrative Theory",Literature
b7fa42cd-6650-4e08-ad31-42644578cade,Jennifer Newton,"Theoretical Physics,Statistical Mechanics,Quantum Mechanics",Physics
cf6a9045-4237-43bb-8c35-0454a77b1c30,Christina Williams,"History of Science,Modern History,Political History",History
a499697c-6480-488d-9b1c-fdc16c233dd8,Austin Freeman,"Comparative Literature,Historiography,Poetry",Literature
fb9014d4-df7f-4b5c-b09f-88aeac1ef5d7,Andrea Davis,"Quantum Mechanics,Cosmology,Experimental Physics",Physics
d11932b2-c9ba-40ad-92fa-c17ec39d24a4,Jesse Mullins,"Economic History,Political History,World History",History
a547bac8-b2c5-4c97-a659-0ed0f2e5f369,Melissa Holmes,"Software Engineering,Electrical Engineering,Environmental Engineering",Engineering
dc7b20fc-0eff-4a9a-9153-4247d2d82f7f,Donna Carr,"International Economics,Financial Economics,Development Economics",Economics
0cd4772f-3763-4538-98d0-feaf6b8fc79d,Charlene Nichols,"Geometry,Calculus,Mathematical Physics",Mathematics
e840f970-c77c-49d2-8486-fd8c587481c4,Stacey Davidson,"International Economics,Financial Economics,Labor Economics",Economics
e32e4fba-2cd7-4d31-b4d2-296ba57e00b6,Amanda Jones,"Personality Psychology,Psychometrics,Developmental Psychology",Psychology
a56e5208-11b4-4041-96cb-8a7cfb377e52,Linda Miller,"Ecology,Evolutionary Biology,Biochemistry",Biology
dc87a5b4-ee69-47d4-9d09-27f70d16dcab,Jeffrey Tucker,"Inorganic Chemistry,Polymer Science,Biochemistry",Chemistry
d96bbb40-954e-4c77-a994-1f9042010290,Grant White,"Artificial Intelligence,Human-Computer Interaction,Cybersecurity",Computer Science
6cc08927-aac7-4a01-9b88-713840fe304a,Erika Castro,"Experimental Psychology,Psychometrics",Psychology
83dacf7f-19ef-4041-a3ef-09324307757c,William Patrick,"Health Economics,Labor Economics",Economics
f13a5ab0-ab6a-46b7-a92a-413350be81ba,Mrs. Kristina Chaney MD,"Systems Engineering,Environmental Engineering",Engineering
006cfcba-c7c5-4a78-a36b-a56ca1ed4740,John Prince,"Statistical Mechanics,Theoretical Physics,Particle Physics",Physics
796628eb-230c-4243-82fd-afa8b5705830,Joel Weaver,"Software Engineering,Civil Engineering",Engineering
6c24a3b1-45bb-4ac6-b5be-2a4830d1a8c0,Joshua Friedman,"Environmental Engineering,Civil Engineering",Engineering
e5d14889-5a08-451d-9696-9de86a59ffca,Heidi Hernandez,"Environmental Chemistry,Inorganic Chemistry,Biochemistry",Chemistry
4e9fa7ba-7653-4bad-8e18-ea061d78c080,Dr. William Rogers,"Theoretical Chemistry,Analytical Chemistry",Chemistry
b9e08ff4-4d37-4cc0-8e8b-a780f76b9497,Kelly Flowers,"Cognitive Psychology,Social Psychology,Psychometrics",Psychology
52aa46c5-b534-4956-90b6-22e732cba6fd,Joseph Fleming,"Social History,Modern History",History
b681a168-4147-49c4-b42c-5170c5e3c548,Katie Thompson,"Nuclear Physics,Theoretical Physics,Experimental Physics",Physics
31729dea-c002-4efa-9ae7-aa62e3e32c96,Katherine Phillips,"Ecology,Evolutionary Biology,Biochemistry",Biology
bd5a74bf-de86-42cc-950d-db8665fdc9da,Jennifer Mendez,"Systems Engineering,Environmental Engineering,Aerospace Engineering",Engineering
9cc8b437-31e5-478c-98d0-6cde4add3380,Steven Gray,"Computer Vision,Machine Learning,Cybersecurity",Computer Science
157d913e-ee45-4bf0-b773-3208598f4a0f,Meredith Morales,"Topology,Geometry,Algebra",Mathematics
b7380cdc-7e21-4e5c-9993-dec5d9194f26,Lori Hoover,"Systems Engineering,Mechanical Engineering,Civil Engineering",Engineering
07d8f53f-9814-40e3-8807-f8fc28c6a5b4,Tamara Cook,"International Economics,Development Economics",Economics
39af9109-c8a5-44d9-b064-c93264d9b08f,Deborah Pena DVM,"Creative Writing,Comparative Literature,Narrative Theory",Literature
d29f05ff-d202-4626-8daf-835bcbb3284f,Lauren Reeves,"Theoretical Physics,Condensed Matter Physics",Physics
93ac933a-606c-4291-ad81-4f1a290a7727,Haley Sloan,"Microeconomics,Macroeconomics,Public Economics",Economics
e79c4763-10b6-4c19-b0ae-2182f1983449,Catherine Smith,"Biochemistry,Medicinal Chemistry",Chemistry
b81e53aa-5fae-4a51-a322-aa2d6773dfb3,Garrett Johnson,"History of Science,Social History,World History",History
6e451545-58f6-489f-951e-4710a1decd4c,Christopher Palmer,"Theoretical Physics,Condensed Matter Physics,Quantum Mechanics",Physics
50ca6ceb-98d0-46f1-b7f3-ad7115c607f5,Paula Keith,"Theoretical Physics,Astrophysics,Condensed Matter Physics",Physics
c4f8871c-0e8b-4cfa-984a-3ccfe83aa79f,Michael Barton,"Cloud Computing,Human-Computer Interaction,Cybersecurity",Computer Science
4b496b98-49e1-4432-827d-a7cd7acf0dc7,Jessica Price,"Macroeconomics,Financial Economics",Economics
f0f6ba20-ab0e-43c8-b630-06b5da1e51dc,John Mccarty,"Blockchain,Software Engineering,Cloud Computing",Computer Science
a1664e86-bdbf-4990-81ce-6579a497ad59,Luis Taylor,"Behavioral Economics,Econometrics,Public Economics",Economics
3b28e43e-a054-448f-b9e6-ee6e365a75ac,Tina Wilson,"Social History,Modern History",History
5295dcc3-e2e9-429a-9fb5-daebf722af56,Kevin Smith,"Biochemistry,Microbiology",Biology
4b4c637a-3063-4cf3-a0eb-9041719561e4,Dawn Hill,"Behavioral Economics,Microeconomics,Financial Economics",Economics
d7459c6b-b9db-4141-8848-5dfa2c6e0dc7,Katrina Rubio,"Mechanical Engineering,Environmental Engineering",Engineering
62db8444-257d-4d77-b857-3de5d9271608,Randy Adams,"World Literature,Literary Criticism,Narrative Theory",Literature
dd6be636-d4c5-4f66-ac3b-9088a336d411,Denise Henry,"Differential Equations,Probability,Applied Mathematics",Mathematics
68087038-8b61-479c-a4a4-ee530dd5408b,Wendy Barber,"History of Science,Cultural History,Economic History",History
a6a41c0f-2854-43d9-a343-2762abcb86a4,Nicole Lopez,"Differential Equations,Applied Mathematics,Mathematical Physics",Mathematics
846443dd-9c02-41ec-a3e6-d311bcf61976,James Ward,"History of Science,Ancient History,Political History",History
ffe5bbd6-d8ea-4fe4-85b4-0f7cf3efaa71,Maria Gibson,"Creative Writing,Literary Criticism,Narrative Theory",Literature
cca200f8-8ab1-4710-831c-92e9aa2a6dc4,Jordan Williams,"Cognitive Psychology,Social Psychology,Clinical Psychology",Psychology
9536b51a-2476-4dec-8e80-323425419e59,Stacy Lynch,"Geometry,Calculus,Applied Mathematics",Mathematics
63dccba2-6057-47a0-94d1-930a287922dd,Katelyn Kim,"Algebra,Mathematical Physics,Calculus",Mathematics
0754d262-8c96-4910-a3b4-5e184d0fb888,Laura Ross,"Ecology,Evolutionary Biology,Neuroscience",Biology
a086a5e4-23ff-41e3-be92-2ba539446296,Derrick Rivera,"Evolutionary Biology,Immunology,Marine Biology",Biology
d6525356-135e-4288-bb63-64b3d9bab6a2,Kathleen Michael,"Materials Science,Polymer Science,Organic Chemistry",Chemistry
c8348aca-aaae-4def-b3af-ea101b30b148,Tammy Aguilar,"Industrial Engineering,Chemical Engineering,Aerospace Engineering",Engineering
b26fae7a-6f0e-4cac-b215-5cc20029ad23,Mrs. Veronica West,"Comparative Literature,World Literature,Narrative Theory",Literature
b1161aeb-912b-4933-9a02-390ec080d0c9,Lisa Larsen,"History of Science,Ancient History,Medieval History",History
a08525b7-8a4b-4e07-9b4c-aeacc4e386a3,Kyle Turner,"Electrical Engineering,Chemical Engineering,Aerospace Engineering",Engineering
557a46d5-5f2a-43e0-8442-335087973e18,Joshua Knapp,"Creative Writing,Comparative Literature,Novel",Literature
0193c751-3e26-4740-ac5f-b11bdb67e95f,Lisa Higgins,"Inorganic Chemistry,Polymer Science,Physical Chemistry",Chemistry
fdf98a7c-8474-4bdb-b639-d24c39bd5c2c,Meagan Harvey,"Cognitive Psychology,Experimental Psychology,Psychometrics",Psychology
d451eb02-3d05-449a-a785-d3ed4c737f0f,Kevin Gomez,"Neuroscience,Microbiology,Marine Biology",Biology
2bd84586-0370-4c04-85f4-6f426ea4b23d,Brian Moreno,"Comparative Literature,World Literature,Drama",Literature
9dd46605-4cd1-492b-9816-fe958f6af39b,Marie Garcia,"Condensed Matter Physics,Experimental Physics",Physics
620a87ac-7578-450d-b812-aa9e1d21bc9a,Jason Mata,"Blockchain,Machine Learning,Data Science",Computer Science
e2ba62d9-90a6-46be-be42-3495059dba4f,Betty Escobar,"Experimental Psychology,Social Psychology,Psychometrics",Psychology
807d1b22-7134-492a-a959-c2edd41258dd,Bradley Lee,"International Economics,Macroeconomics,Public Economics",Economics
98684658-4f1d-4383-827f-ec7b109f3c3b,Kristine Little,"Cloud Computing,Software Engineering,Cybersecurity",Computer Science
b17d7603-9916-44dd-966f-598ea1be2d0d,Jon King,"Environmental Chemistry,Inorganic Chemistry,Medicinal Chemistry",Chemistry
acf019af-40d6-46c8-b11d-516ac81fb78d,James Cummings,"Materials Science,Organic Chemistry,Analytical Chemistry",Chemistry
d70e5642-0c54-4ef1-99b1-68bee13d33ba,Kathleen Wong,"Civil Engineering,Environmental Engineering,Biomedical Engineering",Engineering
d9077ea1-7fff-49ac-9679-54f75e1ad5b6,Stephanie Ramirez,"Behavioral Economics,International Economics",Economics
49911359-85b7-4441-8ca9-352773facc0c,Christopher Odonnell,"World Literature,Historiography",Literature
df72b948-fa06-4b84-9f3a-f043c0c44be9,Christine Hansen,"Photonics,Experimental Physics",Physics
bf2284ba-394c-4167-812e-25d7540206c8,Tony Jenkins,"Developmental Psychology,Health Psychology,Clinical Psychology",Psychology
e9da03f5-7c04-4a43-adaa-8f71e5b7b244,Micheal Wolfe,"Genetics,Biochemistry,Marine Biology",Biology
9980fa8f-5752-4aa3-b5a3-14007e0c7f58,Michael Perkins,"Evolutionary Biology,Neuroscience,Marine Biology",Biology
0ada1da9-4d26-4135-89fc-bb24ccb0fabd,Ashley Beck,"Software Engineering,Machine Learning,Cybersecurity",Computer Science
d59b0619-6a56-45e3-933a-572bf64d3b3a,Dr. Antonio Sanchez,"Macroeconomics,Public Economics,Labor Economics",Economics
f64bcc63-2128-403b-98ac-0a49ac9b70a4,Connie Garcia,"Behavioral Economics,International Economics",Economics
fb44c624-9371-471f-aca9-253e3b023c1b,Colleen Thomas,"Medieval History,Military History,Ancient History",History
3dfd1e20-5643-4465-a980-571acee58ae8,Adam Perez,"Experimental Psychology,Health Psychology,Clinical Psychology",Psychology
8a79b9e5-bd15-4ac1-ba2f-a4a7c9d4d5c8,Susan Winters,"Theoretical Physics,Particle Physics",Physics
2628e996-31c9-452e-a97f-765525e30977,Christopher Mendez,"Astrophysics,Experimental Physics",Physics
ccae1a1e-e742-4035-9911-4e2ceed63f53,Oscar Romero,"Novel,Drama,Poetry",Literature
00858021-9b40-4f97-a8b2-220a2757d833,Heather Shea,"Materials Science,Biochemistry",Chemistry
96527a23-2297-47d2-97c7-bac4e781d97d,Thomas Snyder,"Creative Writing,World Literature,Literary Criticism",Literature
